State,Player,From,To,Pos,GP,G,A,PTS,#ERROR!,PIM,GP,W,L,T/O,SV%,GAA,Birth City,Birth Date,Death Date
New York,Dennis Gilbert,2019,2021,D,25,1,2,3,-8,45,,,,,,,Buffalo,1996-10-30,
New York,Matt Gilroy,2010,2014,D,225,11,37,48,2,67,,,,,,,North Bellmore,1984-07-20,
New York,Brian Gionta,2002,2018,RW,1026,291,304,595,35,377,,,,,,,Rochester,1979-01-18,
New York,Stephen Gionta,2011,2019,C,301,16,40,56,-12,95,,,,,,,Rochester,1983-10-09,
New York,Anthony Greco,2019,2019,RW,1,0,0,0,-3,0,,,,,,,Queens,1993-09-30,
New York,Jordan Greenway,2018,2021,LW,195,25,52,77,-5,127,,,,,,,Canton,1997-02-16,
New York,Sean Haggerty,1996,2001,LW,14,1,2,3,1,4,,,,,,,Rye,1976-02-11,
New York,Richie Hansen,1977,1982,C,20,2,8,10,10,4,,,,,,,Bronx,1955-10-30,
New York,Guy Hebert,1992,2001,G,491,0,6,6,0,22,491,191,222,56,0.909,2.82,Troy,1967-01-07,
New York,Chris Higgins,2004,2016,LW,711,165,168,333,-30,220,,,,,,,Smithtown,1983-06-02,
New York,Jimmy Howard,2006,2020,G,543,0,9,9,0,36,543,246,196,70,0.912,2.62,Syracuse,1984-03-26,
New York,Mike Hurlbut,1993,2000,D,29,1,8,9,5,20,,,,,,,Massena,1966-10-07,
New York,Alex Iafallo,2018,2021,C,268,52,75,127,-11,50,,,,,,,Eden,1993-12-21,
New York,Earl Ingarfield,1980,1981,C,39,4,4,8,2,22,,,,,,,New York,1959-01-30,
New York,Hugh Jessiman,2011,2011,RW,2,0,0,0,-1,5,,,,,,,New York,1984-03-28,
New York,Patrick Kaleta,2007,2015,RW,348,27,27,54,-18,542,,,,,,,Buffalo,1986-06-08,
New York,Patrick Kane,2008,2021,RW,1016,403,673,1076,75,392,,,,,,,Buffalo,1988-11-19,
New York,Tim Kennedy,2009,2014,LW,162,15,24,39,-17,60,,,,,,,Buffalo,1986-04-30,
New York,Keith Kinkaid,2013,2021,G,165,0,3,3,0,4,165,68,58,21,0.905,2.93,Farmingville,1989-07-04,
New York,Mike Komisarek,2003,2014,D,551,14,67,81,-19,679,,,,,,,West Islip,1982-01-19,
New York,Les Kuntar,1994,1994,G,6,0,0,0,0,2,6,2,2,0,0.877,3.18,Elma,1969-07-28,
New York,Kevin Labanc,2017,2021,RW,326,60,113,173,-39,150,,,,,,,Brooklyn,1995-12-12,
New York,Mike Lalor,1986,1997,D,687,17,88,105,-12,677,,,,,,,Buffalo,1963-03-08,
New York,Brian Lashoff,2013,2020,D,136,2,13,15,-11,65,,,,,,,Albany,1990-07-16,
New York,Matt Lashoff,2007,2011,D,74,1,15,16,-15,59,,,,,,,East Greenbush,1986-09-29,
New York,Jay Leach,2006,2011,D,70,1,2,3,3,60,,,,,,,Syracuse,1979-09-02,
New York,Edward Lee,1985,1985,RW,2,0,0,0,-4,5,,,,,,,Rochester,1961-12-17,
New York,Alex Levinsky,1931,1939,D,367,19,49,68,,307,1,0,0,0,,60,Syracuse,1910-02-02,1990-09-01
New York,Sean Malone,2017,2021,C,2,0,1,1,-1,2,,,,,,,Buffalo,1995-04-30,
New York,Todd Marchant,1994,2011,C,1195,186,312,498,-20,774,,,,,,,Buffalo,1973-08-12,
New York,Charlie McAvoy,2018,2021,D,220,23,91,114,69,165,,,,,,,Long Beach,1997-12-21,
New York,Jason McBain,1996,1997,D,9,0,0,0,-5,0,,,,,,,Ilion,1974-04-12,
New York,Thomas McCollum,2011,2015,G,3,0,0,0,0,0,3,1,0,0,0.879,2.98,Amherst,1989-12-07,
New York,Dan McFall,1985,1986,D,9,0,1,1,-6,0,,,,,,,Kenmore,1963-04-08,
New York,Wade Megan,2017,2019,C,15,1,1,2,-3,2,,,,,,,Canton,1990-07-22,
New York,Max Middendorf,1987,1991,RW,13,2,4,6,-11,6,,,,,,,Syracuse,1967-08-18,
New York,Sonny Milano,2016,2021,LW,131,22,25,47,-17,36,,,,,,,Massapequa,1996-05-12,
New York,Aaron Miller,1994,2008,D,677,25,94,119,27,422,,,,,,,Buffalo,1971-08-11,
New York,Jeremy Morin,2011,2015,LW,82,10,12,22,8,69,,,,,,,Auburn,1991-04-16,
New York,Chris Mueller,2011,2015,C,53,3,7,10,-8,8,,,,,,,West Seneca,1986-03-06,
New York,Brian Mullen,1983,1993,RW,832,260,362,622,7,416,,,,,,,New York,1962-03-16,
New York,Joe Mullen*,1982,1997,RW,1062,502,561,1063,167,241,,,,,,,New York,1957-02-26,
New York,Matt Murley,2004,2008,LW,62,2,7,9,-14,38,,,,,,,Troy,1979-12-17,
New York,Boo Nieves,2017,2020,C,76,5,14,19,3,24,,,,,,,Syracuse,1994-01-23,
New York,Eric Nystrom,2006,2016,LW,593,75,48,123,-73,401,,,,,,,Syosset,1983-02-14,
New York,Rob O'Gara,2017,2018,D,33,0,3,3,-6,6,,,,,,,Massapequa,1993-07-06,
New York,Kyle Palmieri,2011,2021,RW,598,184,172,356,-2,306,,,,,,,Smithtown,1991-02-01,
New York,Nick Palmieri,2010,2012,RW,87,13,12,25,-1,20,,,,,,,Utica,1989-07-12,
New York,Glenn Patrick,1974,1977,D,38,2,3,5,-14,72,,,,,,,New York,1950-04-26,
New York,Jim Pavese,1982,1989,D,328,13,44,57,-61,689,,,,,,,New York,1962-06-08,
New York,Brett Pesce,2016,2021,D,391,23,99,122,61,123,,,,,,,Tarrytown,1994-11-15,
New York,Frank Peters,1931,1931,D,43,0,0,0,,57,,,,,,,Rouses Point,1905-06-05,1973-07-17
New York,Andrew Poturalski,2017,2017,C,2,0,0,0,-3,0,,,,,,,Williamsville,1994-01-14,
New York,Tracy Pratt,1968,1977,D,580,17,97,114,-94,1026,,,,,,,New York,1943-03-08,
New York,Shane Prince,2015,2018,C,128,12,26,38,-6,39,,,,,,,Rochester,1992-11-16,
New York,Kevin Quick,2009,2009,D,6,0,1,1,0,0,,,,,,,Buffalo,1988-03-29,
New York,Peter Ratchuk,1999,2001,D,32,1,1,2,-2,10,,,,,,,Buffalo,1977-09-10,
New York,Armand Raymond,1938,1940,D,22,0,3,3,,14,,,,,,,Mechanicsville,1913-01-12,
New York,Marty Reasoner,1999,2013,C,798,97,169,266,-34,379,,,,,,,Honeoye Falls,1977-02-26,
New York,Dave Reece,1976,1976,G,14,0,0,0,0,0,14,7,5,2,0.877,3.32,Troy,1948-09-13,
New York,Andre Roy,1996,2009,RW,515,35,33,68,-17,1169,,,,,,,Port Chester,1975-02-08,
New York,Steven Santini,2016,2020,D,116,5,16,21,-9,55,,,,,,,Bronxville,1995-03-07,
New York,Philippe Sauve,2004,2007,G,32,0,0,0,0,23,32,10,14,3,0.888,3.45,Buffalo,1980-02-27,
New York,Peter Scamurra,1976,1980,D,132,8,25,33,-57,59,,,,,,,Buffalo,1955-02-23,
New York,Joe Schaefer,1960,1961,G,2,0,0,0,,0,2,0,2,0,0.846,5.39,Long Island,1924-12-21,2000-12-27
New York,Cole Schneider,2016,2017,LW,6,0,1,1,2,0,,,,,,,Williamsville,1990-08-26,
New York,Mathieu Schneider,1988,2010,D,1289,223,520,743,66,1245,,,,,,,New York,1969-06-12,
New York,Rob Schremp,2007,2011,C,114,20,34,54,-23,26,,,,,,,Syracuse,1986-07-01,
New York,Rob Scuderi,2004,2016,D,783,8,102,110,25,198,,,,,,,Syosset,1978-12-30,
New York,Tim Sestito,2009,2015,C,101,0,8,8,-11,55,,,,,,,Rome,1984-08-28,
New York,Tom Sestito,2008,2017,LW,154,10,11,21,-21,499,,,,,,,Rome,1987-09-28,
New York,Kevin Shattenkirk,2011,2021,D,723,85,313,398,4,426,,,,,,,New Rochelle,1989-01-29,
New York,Shane Sims,2011,2011,D,1,0,0,0,0,0,,,,,,,East Amherst,1988-04-30,
New York,Paul Skidmore,1982,1982,G,2,0,0,0,0,0,2,1,1,0,0.878,3,Smithtown,1956-07-22,
New York,Lee Stempniak,2006,2019,RW,911,203,266,469,-31,327,,,,,,,West Seneca,1983-02-04,
New York,Brandon Sutter,2009,2021,C/RW,762,149,136,285,-19,149,,,,,,,Huntington,1989-02-14,
New York,Scott Thomas,1993,2001,RW,63,6,4,10,-4,32,,,,,,,Buffalo,1970-01-18,
New York,Alex Tuch,2017,2021,RW,241,58,75,133,18,61,,,,,,,Syracuse,1996-05-10,
New York,Tony Tuzzolino,1998,2002,RW,9,0,0,0,-4,7,,,,,,,Buffalo,1975-10-09,
New York,Ryan Vesce,2009,2010,C,19,3,2,5,-3,4,,,,,,,Lloyd Harbor,1982-04-07,
New York,Mike Walsh,1988,1989,W,14,2,0,2,-7,4,,,,,,,New York,1962-04-03,
New York,Derek Whitmore,2012,2012,LW,2,0,0,0,0,0,,,,,,,Rochester,1984-12-17,
New York,Miles Wood,2016,2021,LW,309,62,53,115,-59,345,,,,,,,Buffalo,1995-09-13,
New York,Michael Zalewski,2014,2017,LW,6,0,2,2,2,2,,,,,,,New Hartford,1992-08-18,
New York,Steven Zalewski,2010,2012,C,10,0,0,0,-4,0,,,,,,,Utica,1986-08-20,
New York,Trevor Zegras,2021,2021,C,17,1,6,7,2,8,,,,,,,Bedford,2001-03-20,
New York,Jason Zent,1997,1999,LW,27,3,3,6,5,13,,,,,,,Buffalo,1971-04-15,
North Dakota,Bob Bergloff,1983,1983,D,2,0,0,0,-1,5,,,,,,,Dickinson,1958-07-26,
North Dakota,Scott Fankhouser,2000,2001,G,23,0,0,0,0,6,23,4,12,2,0.894,3.25,Bismark,1975-07-01,
North Dakota,Paul Gaustad,2003,2016,C,727,89,142,231,10,778,,,,,,,Fargo,1982-02-03,
North Dakota,Fern Headley,1925,1925,D,30,1,4,5,,6,,,,,,,Crystal,1901-03-02,1950
North Dakota,Danny Irmen,2010,2010,C,2,0,0,0,-1,0,,,,,,,Fargo,1984-09-06,
North Dakota,Tim Jackman,2004,2016,RW,483,32,43,75,-66,806,,,,,,,Minot,1981-11-14,
North Dakota,Luke Johnson,2019,2021,C,31,1,1,2,-16,13,,,,,,,Grand Forks,1994-09-19,
North Dakota,Ryan Kraft,2003,2003,C,7,0,1,1,2,0,,,,,,,Bottineau,1975-11-07,
North Dakota,Paul Ladue,2017,2020,D,69,5,13,18,0,22,,,,,,,Grand Forks,1992-09-06,
North Dakota,Zane McIntyre,2017,2017,G,8,0,0,0,0,0,8,0,4,1,0.858,3.97,Grand Forks,1992-08-20,
North Dakota,Ron Moffat,1933,1935,LW,37,1,1,2,,8,,,,,,,West Hope,1905-08-21,1960-08-19
North Dakota,Josh Olson,2004,2004,LW,5,1,0,1,1,0,,,,,,,Grand Forks,1981-07-13,
North Dakota,Mike Peluso,2002,2004,RW,38,4,2,6,-3,19,,,,,,,Bismarck,1974-09-02,
North Dakota,Ryan Potulny,2006,2011,C,126,22,27,49,-18,54,,,,,,,Grand Forks,1984-09-05,
North Dakota,Fido Purpur,1935,1945,RW,144,25,35,60,,46,,,,,,,Grand Forks,1914-09-26,2001-02-21
North Dakota,Barry Tallackson,2006,2009,RW,20,1,1,2,-4,2,,,,,,,Grafton,1983-04-14,
Ohio,John Albert,2014,2014,C,9,1,0,1,-3,0,,,,,,,Cleveland,1989-01-19,
Ohio,Aris Brimanis,1994,2004,D,113,2,12,14,-20,57,,,,,,,Cleveland,1972-03-14,
Ohio,Carter Camper,2012,2012,C,3,1,0,1,1,0,,,,,,,Cleveland,1988-07-06,
Ohio,Ab DeMarco,1970,1979,D,344,44,80,124,28,75,,,,,,,Cleveland,1949-02-27,
Ohio,Cecil Dillon,1931,1940,RW,453,167,131,298,,112,,,,,,,Toledo,1908-04-26,1969-11-13
Ohio,Dave Ellett,1985,2000,D,1129,153,415,568,-51,985,,,,,,,Cleveland,1964-03-30,
Ohio,Curt Fraser,1979,1990,LW,704,193,239,432,-27,1306,,,,,,,Cincinnati,1958-01-12,
Ohio,Dan Fritsche,2004,2009,C,256,34,42,76,-19,103,,,,,,,Parma,1985-07-13,
Ohio,Timothy Gettinger,2019,2020,LW,6,0,1,1,1,0,,,,,,,Cleveland,1998-04-14,
Ohio,Jeff Hamilton,2004,2009,C,157,32,45,77,-10,44,,,,,,,Englewood,1977-09-04,
Ohio,Brett Harkins,1995,2002,LW,78,6,30,36,-10,22,,,,,,,North Ridgeville,1970-07-02,
Ohio,Jansen Harkins,2020,2021,C,45,2,5,7,-5,9,,,,,,,Cleveland,1997-05-23,
Ohio,Todd Harkins,1992,1994,C,48,3,3,6,-10,78,,,,,,,Cleveland,1968-10-08,
Ohio,Peter Harrold,2007,2015,D,274,13,29,42,-29,74,,,,,,,Kirtland Hills,1983-06-08,
Ohio,Rick Hayward,1991,1991,D,4,0,0,0,0,5,,,,,,,Toledo,1966-02-25,
Ohio,Brian Holzinger,1995,2004,C,547,93,145,238,-62,339,,,,,,,Parma,1972-10-10,
Ohio,Ed Hospodar,1980,1988,D,450,17,51,68,-45,1314,,,,,,,Bowling Green,1959-02-09,
Ohio,Pat Jablonski,1990,1998,G,128,0,4,4,0,13,128,28,62,18,0.879,3.74,Toledo,1967-06-20,
Ohio,Sean Kuraly,2017,2021,C,255,22,41,63,-14,126,,,,,,,Dublin,1993-01-20,
Ohio,Moe Mantha,1981,1992,D,656,81,289,370,-120,501,,,,,,,Lakewood,1961-01-21,
Ohio,J.T. Miller,2013,2021,C,538,131,207,338,29,256,,,,,,,East Palestine,1993-03-14,
Ohio,Ian Moran,1996,2007,D,489,21,50,71,-43,321,,,,,,,Cleveland,1972-08-24,
Ohio,Connor Murphy,2014,2021,D,481,27,80,107,-14,262,,,,,,,Dublin,1993-03-26,
Ohio,Alex Nedeljkovic,2017,2021,G,21,0,0,0,0,4,21,11,6,3,0.923,2.12,Parma,1996-01-07,
Ohio,Jack Roslovic,2017,2021,C,216,34,61,95,1,28,,,,,,,Columbus,1997-01-29,
Ohio,Mike Rupp,2003,2014,C,610,54,45,99,-28,855,,,,,,,Cleveland,1980-01-13,
Ohio,Kiefer Sherwood,2019,2021,RW,67,6,9,15,1,14,,,,,,,Columbus,1995-03-31,
Ohio,Kole Sherwood,2019,2021,RW,7,0,1,1,0,2,,,,,,,Columbus,1997-01-22,
Ohio,Ben Simon,2002,2006,LW,81,3,1,4,-13,47,,,,,,,Shaker Heights,1978-06-14,
Ohio,Bryan Smolinski,1993,2008,C,1056,274,377,651,46,606,,,,,,,Toledo,1971-12-27,
Ohio,Doug Volmar,1971,1973,RW,62,13,8,21,-1,26,,,,,,,Cleveland,1945-01-09,
Oklahoma,Tyler Arnason,2002,2009,C,487,88,157,245,-33,140,,,,,,,Oklahoma City,1979-03-16,
Oklahoma,Matt Donovan,2012,2019,D,69,2,18,20,-8,28,,,,,,,Edmond,1990-05-09,
Oklahoma,Jonathon Merrill,2014,2021,D,392,12,54,66,-7,207,,,,,,,Oklahoma City,1992-02-03,
Oklahoma,Burr Williams,1934,1937,D,22,0,1,1,,28,,,,,,,Okemah,1909-08-30,1981-02-12
Oklahoma,Dan Woodley,1988,1988,RW,5,2,0,2,1,17,,,,,,,Oklahoma City,1967-12-29,
Oregon,Jere Gillis,1978,1987,LW,386,78,95,173,-61,230,,,,,,,Bend,1957-01-18,
Oregon,Derek Gustafson,2001,2002,G,5,0,0,0,0,0,5,1,3,0,0.904,2.27,Gresham,1979-06-21,
Oregon,Ian Kidd,1988,1989,D,20,4,7,11,-4,25,,,,,,,Gresham,1964-05-11,
Oregon,Jacob MacDonald,2019,2021,D,31,2,6,8,16,8,,,,,,,Portland,1993-02-26,
Oregon,Grant Sasser,1984,1984,C,3,0,0,0,-2,0,,,,,,,Portland,1964-02-13,
Oregon,Jordan Smotherman,2008,2009,LW,4,1,1,2,1,0,,,,,,,Corvallis,1986-05-11,
Pennsylvania,Pete Babando,1948,1953,LW,351,86,73,159,,194,,,,,,,Braeburn,1925-05-10,2020-02-19
Pennsylvania,Riley Barber,2017,2020,RW,12,0,0,0,-1,2,,,,,,,Pittsburgh,1994-02-07,
Pennsylvania,Matt Bartkowski,2011,2021,D,256,8,40,48,-12,157,,,,,,,Pittsburgh,1988-06-04,
Pennsylvania,Bob Beers,1990,1997,D,258,28,79,107,-76,225,,,,,,,Pittsburgh,1967-05-20,
Pennsylvania,Irwin Boyd,1932,1944,RW,94,10,10,20,,29,,,,,,,Ardmore,1908-11-13,1979-11-12
Pennsylvania,Tom Brennan,1944,1945,RW,12,2,2,4,,2,,,,,,,Philadelphia,1922-01-22,2003-09-22
Pennsylvania,Erik Burgdoerfer,2017,2019,D,8,0,1,1,0,2,,,,,,,Abington,1988-12-11,
Pennsylvania,Matt Campanale,2011,2011,D,1,0,0,0,0,2,,,,,,,Chester Springs,1988-02-14,
Pennsylvania,Jay Caufield,1987,1993,RW,208,5,8,13,-14,759,,,,,,,Philadelphia,1960-07-17,
Pennsylvania,Colby Cohen,2011,2011,D,3,0,0,0,-1,4,,,,,,,Villanova,1989-04-25,
Pennsylvania,Steven Fogarty,2018,2021,C,26,1,2,3,0,10,,,,,,,Chambersburg,1993-04-19,
Pennsylvania,John Gibson,2014,2021,G,315,0,3,3,0,32,315,147,117,39,0.917,2.56,Pittsburgh,1993-07-14,
Pennsylvania,Nate Guenin,2007,2016,D,205,5,23,28,7,94,,,,,,,Aliquippa,1982-12-10,
Pennsylvania,Christian Hanson,2009,2011,C,42,3,6,9,-3,22,,,,,,,Venetia,1986-03-10,
Pennsylvania,Stephen Johns,2016,2020,D,167,15,18,33,-6,93,,,,,,,Ellwood City,1992-04-18,
Pennsylvania,Chad Kolarik,2010,2011,C,6,0,1,1,-2,2,,,,,,,Abington,1986-01-26,
Pennsylvania,Sam Lafferty,2020,2021,C/LW,81,6,13,19,-1,48,,,,,,,Hollidaysburg,1995-03-06,
Pennsylvania,Grant Lewis,2009,2009,D,1,0,0,0,0,0,,,,,,,Pittsburgh,1985-01-20,
Pennsylvania,Ryan Malone,2004,2015,LW,647,179,191,370,-59,693,,,,,,,Pittsburgh,1979-12-01,
Pennsylvania,Justin Mercier,2010,2010,F,9,1,1,2,2,0,,,,,,,Erie,1987-06-25,
Pennsylvania,Ryan Mulhern,1998,1998,C,3,0,0,0,0,0,,,,,,,Philadelphia,1973-01-11,
Pennsylvania,Gerry O'Flaherty,1972,1979,LW,438,99,95,194,-32,168,,,,,,,Pittsburgh,1950-08-31,
Pennsylvania,Brian O'Neill,2016,2016,C,22,0,2,2,-3,8,,,,,,,Yardley,1988-06-01,
Pennsylvania,George Parros,2006,2014,RW,474,18,18,36,-11,1092,,,,,,,Washington,1979-12-29,
Pennsylvania,Dylan Reese,2010,2015,D,78,3,14,17,-9,40,,,,,,,Pittsburgh,1984-08-29,
Pennsylvania,Mike Richter,1990,2003,G,666,0,11,11,0,34,666,301,258,73,0.904,2.89,Abington,1966-09-22,
Pennsylvania,Brandon Saad,2012,2021,LW,630,183,187,370,51,118,,,,,,,Pittsburgh,1992-10-27,
Pennsylvania,Henrik Samuelsson,2015,2015,C/RW,3,0,0,0,-2,2,,,,,,,Pittsburgh,1994-02-07,
Pennsylvania,David Sloane,2009,2009,RW,1,0,0,0,0,0,,,,,,,Philadelphia,1985-04-06,
Pennsylvania,Jesse Spring,1924,1930,D,133,11,4,15,,78,1,0,0,0,,0,Alba,1901-01-18,1942-03-25
Pennsylvania,Ray Staszak,1986,1986,RW,4,0,1,1,-3,7,,,,,,,Philadelphia,1962-12-01,
Pennsylvania,Eric Tangradi,2010,2019,C,150,5,11,16,-22,86,,,,,,,Philadelphia,1989-02-10,
Pennsylvania,Bill Thomas,2006,2012,RW,87,16,12,28,-13,18,,,,,,,Pittsburgh,1983-06-20,
Pennsylvania,Vincent Trocheck,2014,2021,C,459,128,190,318,-23,282,,,,,,,Pittsburgh,1993-07-11,
Pennsylvania,R.J. Umberger,2006,2016,C,779,180,212,392,-64,312,,,,,,,Pittsburgh,1982-05-03,
Pennsylvania,Mike Weber,2008,2016,D,351,9,44,53,-43,437,,,,,,,Pittsburgh,1987-12-16,
Pennsylvania,John Zeiler,2007,2011,RW,90,1,4,5,-11,87,,,,,,,Jefferson Hills,1982-11-21,
Rhode Island,Noel Acciari,2016,2021,C,281,42,27,69,-5,105,,,,,,,Johnston,1991-12-01,
Rhode Island,Bill Bennett,1979,1980,LW,31,4,7,11,5,65,,,,,,,Warwick,1953-05-31,
Rhode Island,Harvey Bennett,1975,1979,C,268,44,46,90,-91,347,,,,,,,Cranston,1952-08-09,
Rhode Island,Bryan Berard,1997,2008,D,619,76,247,323,-98,500,,,,,,,Woonsocket,1977-03-05,
Rhode Island,Brian Boucher,2000,2013,G,328,0,3,3,0,18,328,120,139,45,0.901,2.71,Woonsocket,1977-01-02,
Rhode Island,Dave Capuano,1990,1994,LW,104,17,38,55,-15,56,,,,,,,Warwick,1968-07-27,
Rhode Island,Jack Capuano,1990,1992,D,6,0,0,0,-2,0,,,,,,,Cranston,1966-07-07,
Rhode Island,Keith Carney,1992,2008,D,1018,45,183,228,164,904,,,,,,,Providence,1970-02-03,
Rhode Island,Tom Cavanagh,2008,2009,LW,18,1,2,3,-1,4,,,,,,,Warwick,1982-03-24,2011-01-06
Rhode Island,Clark Donatelli,1990,1992,LW,35,3,4,7,-19,39,,,,,,,Providence,1965-11-22,
Rhode Island,David Emma,1993,2001,C,34,5,6,11,-4,2,,,,,,,Cranston,1969-01-14,
Rhode Island,Rob Gaudreau,1993,1996,RW,231,51,54,105,-63,69,,,,,,,Lincoln,1970-01-20,
Rhode Island,Paul Guay,1984,1991,RW,117,11,23,34,-23,92,,,,,,,Providence,1963-09-02,
Rhode Island,Jeff Jillson,2002,2006,D,140,9,32,41,-9,96,,,,,,,North Smithfield,1980-07-24,
Rhode Island,Steven King,1993,1996,RW,67,17,8,25,-4,75,,,,,,,East Greenwich,1969-07-22,
Rhode Island,David Littman,1991,1993,G,3,0,0,0,0,0,3,0,2,0,0.794,5.95,Cranston,1967-06-13,
Rhode Island,Tom Mellor,1974,1975,D,26,2,4,6,-9,25,,,,,,,Cranston,1950-01-27,
Rhode Island,Scott Shaunessy,1987,1989,D/LW,7,0,0,0,-1,23,,,,,,,Newport,1964-01-22,
Rhode Island,Chris Terreri,1987,2001,G,406,0,13,13,0,37,406,151,172,43,0.892,3.07,Providence,1964-11-15,
South Carolina,Ryan Hartman,2015,2021,RW,350,57,69,126,17,312,,,,,,,Hilton Head Island,1994-09-20,
Texas,Chris Brown,2013,2016,C,23,2,1,3,1,21,,,,,,,Flower Mound,1991-02-03,
Texas,Mike Christie,1975,1981,D,412,15,101,116,-97,550,,,,,,,Big Spring,1949-12-20,2019-07-11
Texas,Blake Coleman,2017,2021,C,287,65,50,115,-8,233,,,,,,,Plano,1991-11-28,
Texas,Caleb Jones,2019,2021,D,82,5,12,17,-14,20,,,,,,,Arlington,1997-06-06,
Texas,Seth Jones,2014,2021,D,568,64,216,280,-18,194,,,,,,,Arlington,1994-10-03,
Texas,Nicolas Kerdiles,2017,2018,LW,3,0,0,0,1,0,,,,,,,Lewisville,1994-01-11,
Texas,Brian Leetch*,1988,2006,D,1205,247,781,1028,25,571,,,,,,,Corpus Christi,1968-03-03,
Texas,Tyler Myers,2010,2021,D,740,84,216,300,-3,558,,,,,,,Houston,1990-02-01,
Texas,Stefan Noesen,2015,2021,RW,204,31,23,54,-2,122,,,,,,,Plano,1993-02-12,
Texas,Logan O'Connor,2019,2021,RW,43,5,2,7,4,8,,,,,,,Missouri City,1996-08-14,
Texas,Jon Rheault,2013,2013,RW,5,0,0,0,0,0,,,,,,,Arlington,1986-08-01,
Utah,Richard Bachman,2011,2019,G,48,0,1,1,0,0,48,20,18,2,0.903,2.97,Salt Lake City,1987-07-25,
Utah,Daniel Brickley,2018,2019,D,5,0,2,2,-1,0,,,,,,,Sandy,1995-03-30,
Utah,Steve Konowalchuk,1992,2006,LW,790,171,225,396,69,703,,,,,,,Salt Lake City,1972-11-11,
Utah,Trevor Lewis,2009,2021,C,717,73,97,170,-36,171,,,,,,,Salt Lake City,1987-01-08,
Utah,Dylan Olsen,2012,2016,D,124,5,17,22,-16,36,,,,,,,Salt Lake City,1991-01-03,
Washington,Bob Attwell,1980,1981,RW,22,1,5,6,-4,0,,,,,,,Spokane,1959-12-26,
Washington,Tom Bissett,1991,1991,C,5,0,0,0,-4,0,,,,,,,Seattle,1966-03-13,
Washington,Patrick Dwyer,2009,2015,RW,416,42,51,93,-32,77,,,,,,,Spokane,1983-06-22,
Washington,Dylan Gambrell,2018,2021,C,99,10,12,22,-16,30,,,,,,,Bonney Lake,1996-08-26,
Washington,Curtis Hamilton,2015,2015,LW,1,0,0,0,0,5,,,,,,,Tacoma,1991-12-04,
Washington,Wayne Hicks,1961,1968,RW,115,13,23,36,-24,20,,,,,,,Aberdeen,1937-04-09,
Washington,Tyler Johnson,2013,2021,C,575,160,197,357,87,180,,,,,,,Spokane,1990-07-29,
Washington,Ty Jones,1999,2004,RW,14,0,0,0,-1,19,,,,,,,Richland,1979-02-22,
Washington,Scott Levins,1993,1998,C/RW,124,13,20,33,-28,316,,,,,,,Spokane,1970-01-30,
Washington,T.J. Oshie,2009,2021,C/RW,845,252,349,601,124,418,,,,,,,Everett,1986-12-23,
Washington,Derek Ryan,2016,2021,C,332,53,89,142,10,94,,,,,,,Spokane,1986-12-29,
Washington,David Wilkie,1995,2001,D,167,10,26,36,-62,165,,,,,,,Ellensburg,1974-05-30,
Washington,Duane Wylie,1975,1977,C,14,3,3,6,-5,2,,,,,,,Spokane,1950-11-10,
Washington,Kailer Yamamoto,2018,2021,RW,93,20,29,49,16,38,,,,,,,Spokane,1998-09-29,
Wisconsin,Mason Appleton,2019,2021,C,125,17,21,38,10,30,,,,,,,Green Bay,1996-01-15,
Wisconsin,Marc Behrend,1984,1986,G,39,0,0,0,0,0,39,12,19,3,0.848,4.92,Madison,1961-01-11,
Wisconsin,Anders Bjork,2018,2021,LW,139,16,24,40,-2,28,,,,,,,Mequon,1996-08-05,
Wisconsin,Bob Blake,1936,1936,LW,12,0,0,0,,0,,,,,,,Ashland,1914-08-16,2008-11-26
Wisconsin,Alex Brooks,2007,2007,D,19,0,1,1,-1,4,,,,,,,Madison,1976-08-21,
Wisconsin,Adam Burish,2007,2015,RW,378,27,33,60,-21,554,,,,,,,Madison,1983-01-06,
Wisconsin,Will Butcher,2018,2021,D,225,14,84,98,-25,32,,,,,,,Sun Prairie,1995-01-06,
Wisconsin,John Byce,1991,1992,C,21,2,3,5,0,6,,,,,,,Madison,1967-08-09,
Wisconsin,Kevin Dean,1995,2001,D,331,7,48,55,15,138,,,,,,,Madison,1969-04-01,
Wisconsin,Jake Dowell,2008,2014,C,157,11,22,33,4,133,,,,,,,Eau Claire,1985-03-04,
Wisconsin,Davis Drewiske,2009,2013,D,135,5,20,25,-1,67,,,,,,,Hudson,1984-11-22,
Wisconsin,Hudson Fasching,2016,2021,RW,26,1,2,3,-3,8,,,,,,,Milwaukee,1995-07-28,
Wisconsin,Alex Galchenyuk,2013,2021,C,570,137,190,327,-59,211,,,,,,,Milwaukee,1994-02-12,
Wisconsin,Troy Grosenick,2015,2021,G,3,0,0,0,0,0,3,2,1,0,0.957,1.35,Brookfield,1989-08-27,
Wisconsin,Dave Hanson,1979,1980,D,33,1,1,2,-6,65,,,,,,,Cumberland,1954-04-12,
Wisconsin,Roger Jenkins,1931,1939,RW/D,324,15,41,56,,251,1,0,1,0,,14,Appleton,1911-11-18,1994-05-04
Wisconsin,Michael Kapla,2017,2017,D,5,0,0,0,-1,0,,,,,,,Eau Claire,1994-09-19,
Wisconsin,Phil Kessel,2007,2021,RW,1110,387,508,895,-119,332,,,,,,,Madison,1987-10-02,
